"Hora","Date","favorite_count","retweet_count"
11,2019-09-28,0,2
14,2019-09-27,2,1
12,2019-09-27,0,4
11,2019-09-27,4,1
13,2019-09-26,5,1
10,2019-09-26,0,3
9,2019-09-26,2,0
14,2019-09-25,2,1
13,2019-09-25,4,2
11,2019-09-25,0,5
11,2019-09-25,17,4
8,2019-09-25,2,0
14,2019-09-24,3,1
14,2019-09-24,0,3
12,2019-09-24,9,0
10,2019-09-24,0,4
10,2019-09-24,7,5
14,2019-09-23,10,1
13,2019-09-23,1,1
10,2019-09-23,6,3
11,2019-09-21,5,2
11,2019-09-20,6,8
9,2019-09-20,0,3
14,2019-09-19,0,0
14,2019-09-19,2,1
9,2019-09-19,6,1
14,2019-09-18,6,0
11,2019-09-18,6,3
8,2019-09-18,0,2
12,2019-09-17,4,0
10,2019-09-17,5,0
8,2019-09-17,1,0
12,2019-09-16,5,5
10,2019-09-16,4,0
7,2019-09-16,0,3
9,2019-09-14,3,0
12,2019-09-13,0,2
11,2019-09-13,4,3
11,2019-09-12,6,1
10,2019-09-12,12,4
12,2019-09-11,8,3
10,2019-09-11,5,0
12,2019-09-10,1,0
12,2019-09-09,0,3
11,2019-09-09,6,1
12,2019-09-06,15,3
9,2019-09-06,0,4
8,2019-09-06,5,1
13,2019-09-05,8,0
10,2019-09-05,5,1
11,2019-09-04,4,2
11,2019-09-03,1,0
11,2019-09-02,7,2
11,2019-08-29,10,3
11,2019-08-28,1,0
11,2019-08-27,0,0
11,2019-08-23,1,1
11,2019-08-22,13,5
11,2019-08-20,4,0
11,2019-08-16,2,5
11,2019-08-15,7,0
12,2019-08-09,2,0
11,2019-08-08,2,0
11,2019-08-06,2,0
11,2019-08-01,6,1
15,2019-07-31,4,0
13,2019-07-31,0,3
12,2019-07-31,5,1
12,2019-07-30,8,1
10,2019-07-30,8,3
12,2019-07-29,3,1
11,2019-07-29,14,5
9,2019-07-29,3,2
12,2019-07-26,5,0
11,2019-07-26,8,4
10,2019-07-26,1,0
14,2019-07-25,5,1
12,2019-07-25,5,1
11,2019-07-25,7,2
11,2019-07-24,5,1
9,2019-07-24,9,3
9,2019-07-24,2,0
11,2019-07-23,3,0
10,2019-07-23,4,1
12,2019-07-22,8,3
10,2019-07-22,11,4
8,2019-07-22,0,7
7,2019-07-22,1,1
12,2019-07-19,5,1
10,2019-07-19,4,1
12,2019-07-18,3,1
10,2019-07-18,3,1
11,2019-07-17,10,6
12,2019-07-16,11,2
10,2019-07-16,1,1
12,2019-07-15,3,0
11,2019-07-15,11,4
12,2019-07-12,0,0
11,2019-07-12,3,1
11,2019-07-11,4,0
10,2019-07-11,0,0
10,2019-07-11,0,0
9,2019-07-11,2,0
13,2019-07-10,0,1
11,2019-07-10,3,0
9,2019-07-10,0,0
8,2019-07-10,0,0
10,2019-07-09,0,9
10,2019-07-09,6,3
10,2019-07-09,4,3
8,2019-07-09,3,0
16,2019-07-08,2,1
11,2019-07-08,19,6
12,2019-07-05,0,1
11,2019-07-05,0,2
9,2019-07-05,1,0
11,2019-07-04,6,4
15,2019-07-03,7,2
12,2019-07-03,2,0
12,2019-07-03,2,0
11,2019-07-03,10,1
12,2019-07-02,7,4
12,2019-07-02,0,13
10,2019-07-01,2,3
12,2019-06-28,5,2
12,2019-06-28,0,3
11,2019-06-28,3,1
12,2019-06-27,1,0
11,2019-06-27,2,0
12,2019-06-26,1,1
16,2019-06-25,6,1
11,2019-06-25,2,1
11,2019-06-25,3,1
10,2019-06-25,2,1
10,2019-06-25,5,1
12,2019-06-21,2,0
11,2019-06-21,0,7
10,2019-06-21,8,5
9,2019-06-21,1,0
8,2019-06-21,3,1
12,2019-06-20,0,2
12,2019-06-20,1,0
11,2019-06-20,7,0
9,2019-06-20,9,2
12,2019-06-19,6,1
12,2019-06-19,2,0
11,2019-06-19,5,1
11,2019-06-18,12,5
10,2019-06-18,3,1
8,2019-06-18,0,6
10,2019-06-17,5,1
12,2019-06-14,5,2
10,2019-06-14,7,1
14,2019-06-13,5,2
12,2019-06-13,0,0
11,2019-06-13,4,2
9,2019-06-13,7,2
22,2019-06-12,4,2
18,2019-06-12,3,0
11,2019-06-12,7,6
9,2019-06-12,3,1
12,2019-06-11,10,5
11,2019-06-11,3,0
12,2019-06-10,5,3
12,2019-06-10,0,8
11,2019-06-10,1,0
10,2019-06-10,1,0
18,2019-06-08,7,3
15,2019-06-07,3,4
12,2019-06-07,10,10
12,2019-06-07,4,2
11,2019-06-07,7,3
10,2019-06-07,5,2
11,2019-06-06,3,2
15,2019-06-05,4,2
14,2019-06-05,5,1
14,2019-06-05,0,26
12,2019-06-05,2,1
11,2019-06-05,15,8
14,2019-06-04,8,3
12,2019-06-04,7,3
9,2019-06-04,5,2
11,2019-06-03,2,0
10,2019-06-03,1,2
12,2019-05-31,8,3
14,2019-05-30,11,2
14,2019-05-30,0,3
12,2019-05-30,6,0
11,2019-05-30,10,4
8,2019-05-30,8,5
16,2019-05-29,13,4
16,2019-05-29,0,3
16,2019-05-29,0,9
16,2019-05-29,0,1
16,2019-05-29,0,2
16,2019-05-29,0,15
16,2019-05-29,0,1
16,2019-05-29,0,8
16,2019-05-29,0,7
16,2019-05-29,0,3
16,2019-05-29,0,1
16,2019-05-29,0,1
16,2019-05-29,0,5
16,2019-05-29,0,3
16,2019-05-29,0,4
16,2019-05-29,0,9
16,2019-05-29,0,2
16,2019-05-29,0,10
16,2019-05-29,0,11
16,2019-05-29,0,20
15,2019-05-29,23,13
13,2019-05-29,0,17
12,2019-05-29,12,5
9,2019-05-29,2,0
9,2019-05-29,26,13
9,2019-05-29,22,14
12,2019-05-28,8,4
10,2019-05-28,3,1
10,2019-05-28,0,1
9,2019-05-28,2,0
9,2019-05-28,0,0
12,2019-05-27,0,1
12,2019-05-24,6,0
12,2019-05-24,9,2
11,2019-05-24,6,1
6,2019-05-24,0,3
18,2019-05-23,4,0
11,2019-05-23,6,2
9,2019-05-23,2,0
20,2019-05-22,8,1
12,2019-05-22,3,0
12,2019-05-20,4,3
10,2019-05-17,10,6
11,2019-05-16,6,1
10,2019-05-16,3,1
9,2019-05-16,6,1
17,2019-05-15,5,2
14,2019-05-15,4,0
11,2019-05-15,4,2
11,2019-05-14,6,2
6,2019-05-14,0,1
11,2019-05-13,0,1
11,2019-05-13,3,0
12,2019-05-10,10,3
11,2019-05-10,5,2
17,2019-05-09,9,4
17,2019-05-09,4,0
16,2019-05-09,0,3
14,2019-05-09,4,1
11,2019-05-09,4,1
9,2019-05-09,4,2
9,2019-05-09,8,4
18,2019-05-08,6,2
14,2019-05-08,0,3
13,2019-05-08,0,3
12,2019-05-08,2,0
11,2019-05-08,3,1
12,2019-05-07,0,4
12,2019-05-07,9,2
11,2019-05-07,11,2
10,2019-05-07,0,1
10,2019-05-07,0,2
12,2019-05-06,3,1
12,2019-05-06,0,1
12,2019-05-06,0,1
11,2019-05-06,5,1
12,2019-05-03,7,1
10,2019-05-03,10,6
16,2019-05-02,1,0
12,2019-05-02,2,1
11,2019-05-02,5,2
10,2019-04-30,3,2
16,2019-04-27,6,3
18,2019-04-26,8,4
12,2019-04-26,1,0
12,2019-04-26,1,0
10,2019-04-25,2,1
10,2019-04-25,3,1
10,2019-04-25,5,1
12,2019-04-24,2,0
11,2019-04-24,13,3
10,2019-04-24,0,1
7,2019-04-24,0,1
12,2019-04-23,5,2
8,2019-04-23,13,7
12,2019-04-17,6,4
11,2019-04-17,0,1
9,2019-04-16,3,0
11,2019-04-15,3,3
9,2019-04-15,8,5
17,2019-04-12,12,5
11,2019-04-12,3,0
22,2019-04-11,6,3
12,2019-04-11,11,4
9,2019-04-11,6,1
19,2019-04-10,6,3
17,2019-04-10,8,2
10,2019-04-10,0,2
10,2019-04-09,4,1
10,2019-04-09,16,5
10,2019-04-08,8,4
12,2019-04-06,9,3
12,2019-04-05,8,3
10,2019-04-05,2,1
9,2019-04-05,1,1
17,2019-04-04,3,1
14,2019-04-04,1,0
11,2019-04-04,14,7
9,2019-04-03,0,0
11,2019-04-02,1,0
11,2019-04-02,4,0
18,2019-04-01,0,3
11,2019-04-01,0,6
7,2019-04-01,0,5
13,2019-03-29,18,6
11,2019-03-29,5,4
15,2019-03-28,4,3
12,2019-03-28,2,1
12,2019-03-28,7,2
9,2019-03-28,0,1
9,2019-03-28,0,2
16,2019-03-27,0,2
16,2019-03-27,0,3
13,2019-03-27,6,1
12,2019-03-26,0,1
13,2019-03-25,3,1
9,2019-03-25,6,1
8,2019-03-25,0,2
12,2019-03-22,5,3
11,2019-03-22,7,2
12,2019-03-21,3,1
10,2019-03-21,5,1
12,2019-03-20,5,0
13,2019-03-15,13,5
11,2019-03-15,8,4
9,2019-03-15,2,1
14,2019-03-14,0,2
10,2019-03-14,13,1
18,2019-03-13,0,2
15,2019-03-13,8,2
14,2019-03-12,8,3
13,2019-03-12,0,1
11,2019-03-12,2,1
10,2019-03-12,2,0
9,2019-03-11,6,3
9,2019-03-11,0,3
12,2019-03-08,13,4
9,2019-03-08,14,5
11,2019-03-07,5,1
9,2019-03-07,2,1
15,2019-03-06,12,3
13,2019-03-04,9,2
10,2019-03-04,2,1
19,2019-02-28,8,3
12,2019-02-28,10,4
12,2019-02-28,8,3
20,2019-02-27,8,6
19,2019-02-27,1,1
19,2019-02-27,0,0
18,2019-02-27,12,8
12,2019-02-27,11,5
18,2019-02-26,15,11
17,2019-02-26,3,1
17,2019-02-26,6,1
13,2019-02-26,4,4
13,2019-02-25,1,1
14,2019-02-22,0,2
14,2019-02-22,0,4
14,2019-02-22,1,2
9,2019-02-22,1,0
9,2019-02-22,1,0
20,2019-02-21,9,7
19,2019-02-21,4,0
18,2019-02-21,13,5
13,2019-02-21,2,0
12,2019-02-21,5,3
15,2019-02-20,7,2
15,2019-02-14,6,2
15,2019-02-14,5,1
13,2019-02-14,1,0
13,2019-02-14,7,1
9,2019-02-11,4,2
8,2019-02-11,0,2
8,2019-02-11,0,2
8,2019-02-11,2,2
16,2019-02-08,9,4
18,2019-02-07,12,5
18,2019-02-07,4,2
18,2019-02-07,0,2
10,2019-02-07,4,0
14,2019-02-06,0,1
16,2019-02-04,5,2
15,2019-02-04,1,0
13,2019-02-01,5,4
19,2019-01-31,8,1
18,2019-01-31,0,1
10,2019-01-31,5,0
11,2019-01-28,3,1
7,2019-01-28,0,2
16,2019-01-25,2,0
15,2019-01-25,4,3
11,2019-01-25,0,18
14,2019-01-24,4,3
14,2019-01-21,4,1
13,2019-01-18,4,1
11,2019-01-18,4,1
11,2019-01-18,2,0
23,2019-01-17,5,3
12,2019-01-17,0,1
10,2019-01-17,3,1
9,2019-01-17,3,1
9,2019-01-17,0,1
13,2019-01-16,1,0
12,2019-01-16,2,2
9,2019-01-16,4,0
9,2019-01-16,4,1
7,2019-01-16,0,3
10,2019-01-15,0,2
9,2019-01-15,0,2
7,2019-01-15,0,1
11,2019-01-14,0,1
11,2019-01-14,0,2
8,2019-01-14,0,3
16,2019-01-11,0,18
16,2019-01-11,2,0
13,2019-01-10,19,8
13,2019-01-10,4,2
15,2019-01-09,0,2
15,2019-01-09,3,2
11,2019-01-09,0,4
10,2018-12-20,13,3
18,2018-12-19,8,2
18,2018-12-19,2,0
17,2018-12-19,9,5
11,2018-12-19,0,1
8,2018-12-19,0,6
16,2018-12-18,5,3
10,2018-12-18,0,5
10,2018-12-18,0,1
10,2018-12-18,0,1
15,2018-12-17,4,0
13,2018-12-17,0,4
13,2018-12-17,0,1
10,2018-12-17,0,1
10,2018-12-14,4,0
15,2018-12-13,9,4
12,2018-12-13,15,13
7,2018-12-13,0,2
15,2018-12-12,1,0
10,2018-12-12,0,3
12,2018-12-11,5,2
16,2018-12-10,15,7
12,2018-12-10,4,1
15,2018-12-05,2,1
14,2018-12-05,1,0
14,2018-12-05,0,2
9,2018-12-05,1,1
16,2018-12-04,8,1
14,2018-12-03,0,2
9,2018-11-30,1,0
13,2018-11-29,1,0
12,2018-11-29,8,2
11,2018-11-29,12,5
11,2018-11-28,1,0
10,2018-11-28,2,2
11,2018-11-27,6,2
13,2018-11-26,3,0
15,2018-11-23,2,0
12,2018-11-22,0,1
12,2018-11-22,0,5
12,2018-11-22,0,7
12,2018-11-22,0,1
10,2018-11-22,5,0
9,2018-11-22,16,3
15,2018-11-21,2,0
10,2018-11-20,2,0
17,2018-11-16,0,6
17,2018-11-16,2,0
17,2018-11-16,1,1
12,2018-11-16,6,3
20,2018-11-15,10,2
11,2018-11-15,4,1
14,2018-11-09,1,0
10,2018-11-09,0,0
10,2018-11-09,0,3
9,2018-11-09,2,2
15,2018-11-08,1,0
9,2018-11-08,10,6
15,2018-11-07,4,0
15,2018-11-07,3,1
15,2018-11-07,4,0
15,2018-11-07,0,74
15,2018-11-07,0,285
15,2018-11-07,0,136
13,2018-11-07,3,0
12,2018-11-07,5,0
9,2018-11-07,0,18
17,2018-11-06,1,0
17,2018-11-06,7,4
17,2018-11-06,3,2
17,2018-11-06,0,14
17,2018-11-06,2,1
13,2018-11-06,1,0
11,2018-11-06,0,1
13,2018-11-05,3,0
10,2018-10-30,2,0
9,2018-10-30,1,0
15,2018-10-29,0,2
12,2018-10-29,4,0
10,2018-10-26,4,1
10,2018-10-25,9,1
17,2018-10-23,0,2
17,2018-10-23,0,2
17,2018-10-23,0,2
17,2018-10-23,0,1
17,2018-10-23,0,1
17,2018-10-23,0,5
17,2018-10-23,0,2
17,2018-10-23,0,6
17,2018-10-23,0,4
14,2018-10-23,0,4
14,2018-10-23,0,1
14,2018-10-23,0,4
14,2018-10-23,0,2
14,2018-10-23,0,2
14,2018-10-23,0,4
14,2018-10-23,10,1
12,2018-10-23,0,2
12,2018-10-23,0,3
12,2018-10-23,0,2
12,2018-10-23,0,2
12,2018-10-23,0,5
11,2018-10-23,0,4
11,2018-10-23,0,5
11,2018-10-23,0,3
11,2018-10-23,0,4
11,2018-10-23,0,13
11,2018-10-23,0,6
10,2018-10-23,13,4
9,2018-10-23,7,1
6,2018-10-22,0,3
15,2018-10-19,1,0
10,2018-10-19,2,0
10,2018-10-18,8,1
9,2018-10-18,2,1
6,2018-10-18,0,7
17,2018-10-17,4,1
9,2018-10-17,5,0
12,2018-10-16,3,3
12,2018-10-16,3,0
9,2018-10-15,6,2
9,2018-10-15,3,1
10,2018-10-11,5,1
15,2018-10-09,3,1
14,2018-10-05,0,6
14,2018-10-05,1,0
13,2018-10-05,1,0
10,2018-10-05,2,0
9,2018-10-05,2,1
9,2018-10-05,0,9
14,2018-10-04,2,1
12,2018-10-04,10,2
11,2018-10-03,3,0
7,2018-10-03,0,1
14,2018-10-02,6,2
9,2018-10-02,1,0
11,2018-10-01,6,0
14,2018-09-28,4,1
10,2018-09-28,4,0
7,2018-09-28,3,2
13,2018-09-27,5,0
13,2018-09-27,0,5
11,2018-09-27,4,1
10,2018-09-27,7,0
15,2018-09-26,4,0
10,2018-09-26,7,2
14,2018-09-25,0,2
11,2018-09-24,0,12
11,2018-09-24,2,1
9,2018-09-21,2,0
12,2018-09-20,4,0
10,2018-09-20,14,2
15,2018-09-19,7,3
14,2018-09-19,7,3
8,2018-09-19,0,2
15,2018-09-18,3,2
13,2018-09-18,2,1
8,2018-09-18,0,16
8,2018-09-18,2,0
11,2018-09-17,10,2
9,2018-09-17,3,1
9,2018-09-17,0,2
8,2018-09-14,6,0
13,2018-09-13,1,0
12,2018-09-13,7,1
10,2018-09-13,17,12
9,2018-09-13,4,3
13,2018-09-12,5,1
9,2018-09-12,0,1
9,2018-09-12,0,1
9,2018-09-12,6,2
15,2018-09-11,4,0
12,2018-09-11,3,2
12,2018-09-11,4,2
9,2018-09-11,10,2
8,2018-09-10,8,3
15,2018-09-07,10,6
15,2018-09-07,4,2
15,2018-09-07,0,13
8,2018-09-07,4,1
10,2018-09-06,12,8
6,2018-09-06,0,1
11,2018-09-05,3,2
10,2018-09-05,2,1
8,2018-09-05,0,1
14,2018-09-04,2,0
6,2018-09-04,0,5
12,2018-09-03,0,4
12,2018-09-03,0,2
12,2018-09-03,0,2
12,2018-08-27,18,5
11,2018-08-03,0,1
8,2018-08-03,7,2
6,2018-08-03,0,1
6,2018-08-03,0,1
9,2018-08-02,0,6
9,2018-08-02,3,2
11,2018-08-01,1,0
11,2018-08-01,0,2
14,2018-07-31,6,3
11,2018-07-31,4,0
10,2018-07-31,0,1
10,2018-07-31,0,1
15,2018-07-30,3,2
11,2018-07-30,0,8
10,2018-07-30,0,1
8,2018-07-30,5,1
6,2018-07-30,0,2
10,2018-07-27,0,0
9,2018-07-27,1,0
8,2018-07-27,2,0
8,2018-07-27,3,1
13,2018-07-26,1,0
10,2018-07-26,16,8
15,2018-07-25,5,2
15,2018-07-25,0,5
15,2018-07-25,0,6
15,2018-07-25,0,12
15,2018-07-25,0,7
15,2018-07-25,0,7
15,2018-07-25,0,7
14,2018-07-25,3,4
14,2018-07-25,0,12
14,2018-07-25,0,9
7,2018-07-25,0,4
6,2018-07-25,0,8
12,2018-07-24,17,19
12,2018-07-24,5,4
7,2018-07-24,0,3
9,2018-07-23,3,2
13,2018-07-20,4,3
22,2018-07-19,11,6
22,2018-07-19,0,4
6,2018-07-19,0,1
11,2018-07-17,11,4
15,2018-07-13,3,0
15,2018-07-13,4,2
15,2018-07-13,0,4
12,2018-07-13,3,1
12,2018-07-13,6,2
8,2018-07-12,12,4
14,2018-07-11,3,1
12,2018-07-11,4,3
9,2018-07-11,0,2
12,2018-07-10,0,3
11,2018-07-10,6,4
15,2018-07-09,4,1
15,2018-07-09,2,1
7,2018-07-09,0,3
14,2018-07-05,6,2
14,2018-07-05,14,12
10,2018-07-05,0,2
10,2018-07-05,0,9
10,2018-07-05,0,3
12,2018-07-04,0,8
10,2018-07-04,0,4
10,2018-07-04,0,6
6,2018-07-04,0,3
14,2018-07-03,1,0
10,2018-07-03,0,11
9,2018-07-03,0,0
7,2018-07-03,0,1
6,2018-07-03,0,1
6,2018-07-03,0,4
14,2018-07-02,3,0
8,2018-07-02,0,2
12,2018-06-29,4,2
12,2018-06-29,0,2
12,2018-06-29,0,2
12,2018-06-29,0,3
12,2018-06-28,12,5
15,2018-06-27,8,2
15,2018-06-27,2,1
12,2018-06-27,0,18
9,2018-06-27,0,1
9,2018-06-27,0,4
9,2018-06-27,0,2
7,2018-06-26,3,0
10,2018-06-25,0,5
10,2018-06-25,0,3
14,2018-06-22,0,9
14,2018-06-22,3,1
13,2018-06-22,8,4
13,2018-06-22,4,0
12,2018-06-22,4,0
7,2018-06-22,0,0
14,2018-06-21,12,6
12,2018-06-21,0,1
12,2018-06-21,0,1
10,2018-06-21,1,0
9,2018-06-21,6,1
14,2018-06-20,4,0
13,2018-06-20,1,0
13,2018-06-20,4,2
13,2018-06-20,1,0
6,2018-06-19,0,1
10,2018-06-18,3,1
6,2018-06-18,0,1
13,2018-06-15,2,0
9,2018-06-15,6,2
9,2018-06-15,0,2
8,2018-06-15,2,0
15,2018-06-14,11,4
9,2018-06-14,9,4
8,2018-06-14,0,3
8,2018-06-14,14,6
14,2018-06-13,3,1
14,2018-06-13,3,1
13,2018-06-13,7,0
11,2018-06-12,1,0
14,2018-06-11,0,1
10,2018-06-11,0,5
14,2018-06-08,0,4
14,2018-06-08,3,0
11,2018-06-08,0,10
11,2018-06-08,13,3
15,2018-06-07,4,2
13,2018-06-07,5,5
12,2018-06-07,0,2
12,2018-06-07,0,3
12,2018-06-05,0,3
12,2018-06-05,3,0
11,2018-06-05,3,1
9,2018-06-05,0,1
9,2018-06-05,0,3
9,2018-06-05,0,1
14,2018-05-31,2,1
10,2018-05-31,4,2
8,2018-05-31,6,6
14,2018-05-29,4,0
8,2018-05-29,0,1
8,2018-05-29,3,0
8,2018-05-29,4,1
10,2018-05-28,4,0
10,2018-05-28,4,1
8,2018-05-28,0,3
14,2018-05-24,3,2
11,2018-05-24,11,4
10,2018-05-24,3,0
9,2018-05-23,0,1
7,2018-05-23,2,0
7,2018-05-23,5,1
11,2018-05-22,1,1
10,2018-05-22,3,2
10,2018-05-22,0,0
9,2018-05-22,4,1
8,2018-05-22,0,1
10,2018-05-21,0,1
8,2018-05-21,6,2
7,2018-05-21,0,367
7,2018-05-21,6,3
18,2018-05-18,3,1
9,2018-05-18,0,1
8,2018-05-18,2,0
8,2018-05-18,5,2
13,2018-05-17,4,1
13,2018-05-17,5,3
12,2018-05-17,0,1
9,2018-05-17,6,1
8,2018-05-17,13,5
8,2018-05-17,1,0
6,2018-05-17,0,2
10,2018-05-16,0,1
8,2018-05-16,4,2
8,2018-05-16,4,3
14,2018-05-15,3,3
10,2018-05-14,0,1
14,2018-05-12,0,3
14,2018-05-12,2,2
10,2018-05-12,7,3
14,2018-05-11,2,1
7,2018-05-11,2,3
17,2018-05-10,7,2
14,2018-05-10,2,3
11,2018-05-10,5,2
11,2018-05-10,3,3
8,2018-05-10,8,3
8,2018-05-10,3,1
15,2018-05-09,0,1
14,2018-05-09,1,1
9,2018-05-09,2,0
14,2018-05-08,0,5
13,2018-05-08,0,1
9,2018-05-08,10,5
8,2018-05-08,4,1
9,2018-05-07,5,0
9,2018-05-04,0,2
9,2018-05-04,2,0
6,2018-05-04,0,3
11,2018-05-03,0,1
10,2018-05-03,2,1
9,2018-05-03,4,1
9,2018-05-03,0,1
7,2018-05-02,0,1
6,2018-05-02,0,2
6,2018-05-02,0,1
11,2018-04-27,0,4
8,2018-04-27,1,0
12,2018-04-26,0,1
11,2018-04-26,0,4
11,2018-04-26,8,2
13,2018-04-25,4,1
11,2018-04-25,6,2
10,2018-04-25,4,2
9,2018-04-25,6,1
17,2018-04-24,2,1
14,2018-04-24,3,0
11,2018-04-24,5,0
11,2018-04-24,0,1
8,2018-04-24,7,3
11,2018-04-23,2,0
11,2018-04-23,0,1
8,2018-04-23,0,2
8,2018-04-20,3,0
7,2018-04-20,0,1
8,2018-04-19,14,5
13,2018-04-18,0,1
11,2018-04-18,0,5
11,2018-04-18,0,1
10,2018-04-18,1,1
9,2018-04-18,1,0
8,2018-04-17,1,1
6,2018-04-17,0,1
15,2018-04-16,2,1
12,2018-04-16,11,3
12,2018-04-13,7,3
9,2018-04-12,7,3
9,2018-04-12,11,2
8,2018-04-11,3,2
13,2018-04-10,13,3
10,2018-04-10,0,2
8,2018-04-10,6,0
7,2018-04-10,0,1
7,2018-04-10,0,1
8,2018-04-08,7,2
9,2018-04-05,23,13
9,2018-04-05,1,2
13,2018-04-04,1,0
11,2018-04-04,0,1
9,2018-04-04,1,0
8,2018-04-04,4,2
6,2018-04-04,0,3
15,2018-04-03,0,3
12,2018-04-03,4,1
9,2018-04-03,0,4
9,2018-04-03,0,1
8,2018-04-03,10,4
11,2018-03-28,2,1
12,2018-03-27,0,7
12,2018-03-27,3,1
10,2018-03-27,0,3
9,2018-03-27,3,1
8,2018-03-27,1,0
8,2018-03-27,1,0
10,2018-03-26,0,3
8,2018-03-26,4,0
7,2018-03-26,0,1
13,2018-03-23,2,2
12,2018-03-23,0,2
10,2018-03-23,0,2
9,2018-03-23,0,1
9,2018-03-23,3,0
14,2018-03-22,0,2
13,2018-03-22,0,1
11,2018-03-22,0,7
11,2018-03-22,0,1
9,2018-03-22,6,0
17,2018-03-21,3,1
12,2018-03-21,1,1
12,2018-03-21,1,1
9,2018-03-21,3,2
12,2018-03-20,0,2
9,2018-03-20,0,1
9,2018-03-20,0,1
11,2018-03-16,2,2
11,2018-03-16,0,4
13,2018-03-15,3,2
13,2018-03-15,2,0
12,2018-03-15,0,1
12,2018-03-15,0,0
10,2018-03-15,1,0
9,2018-03-15,4,1
10,2018-03-14,6,2
8,2018-03-14,2,1
15,2018-03-13,0,2
14,2018-03-13,0,2
13,2018-03-13,4,2
7,2018-03-13,0,8
10,2018-03-12,0,4
10,2018-03-12,5,1
9,2018-03-12,0,2
9,2018-03-12,4,1
10,2018-03-09,0,1
10,2018-03-09,0,1
10,2018-03-09,3,1
8,2018-03-09,0,1
8,2018-03-09,0,1
8,2018-03-09,0,2
8,2018-03-09,0,1
8,2018-03-09,0,1
8,2018-03-09,0,1
17,2018-03-08,5,0
12,2018-03-07,0,2
12,2018-03-07,0,2
12,2018-03-07,0,2
9,2018-03-07,0,2
17,2018-03-06,0,2
15,2018-03-06,0,2
15,2018-03-06,0,10
15,2018-03-06,1,0
7,2018-03-06,0,1
14,2018-03-05,2,2
12,2018-03-05,2,0
12,2018-03-05,4,1
16,2018-03-02,0,0
9,2018-03-02,0,2
12,2018-03-01,0,3
10,2018-03-01,6,3
13,2018-02-28,1,0
11,2018-02-28,0,1
11,2018-02-28,0,3
10,2018-02-28,1,0
10,2018-02-28,3,3
13,2018-02-27,7,2
10,2018-02-27,0,1
16,2018-02-26,0,1
14,2018-02-26,0,1
14,2018-02-26,0,1
15,2018-02-23,2,1
12,2018-02-23,0,1
14,2018-02-22,0,8
14,2018-02-22,0,1
9,2018-02-22,0,2
16,2018-02-21,0,2
14,2018-02-21,0,2
10,2018-02-20,6,1
9,2018-02-20,0,1
9,2018-02-20,0,1
13,2018-02-19,0,2
13,2018-02-19,2,0
7,2018-02-19,0,3
9,2018-02-16,2,1
9,2018-02-16,4,2
10,2018-02-15,3,0
14,2018-02-13,0,1
11,2018-02-13,1,0
8,2018-02-13,0,1
7,2018-02-13,0,1
14,2018-02-12,0,1
13,2018-02-12,0,1
10,2018-02-12,3,1
10,2018-02-12,0,1
10,2018-02-12,1,1
11,2018-02-11,13,7
13,2018-02-09,2,0
12,2018-02-09,0,1
10,2018-02-08,3,0
10,2018-02-08,1,0
9,2018-02-08,0,1
7,2018-02-08,0,2
7,2018-02-08,0,1
9,2018-02-06,7,3
7,2018-02-05,0,3
12,2018-02-02,0,1
11,2018-02-02,0,6
11,2018-02-01,1,0
11,2018-02-01,4,3
11,2018-02-01,0,8
11,2018-02-01,4,5
10,2018-02-01,0,5
10,2018-02-01,8,6
10,2018-02-01,2,1
10,2018-02-01,7,4
9,2018-02-01,0,1
9,2018-02-01,0,0
11,2018-01-31,0,12
9,2018-01-30,3,1
7,2018-01-30,0,2
7,2018-01-30,0,3
15,2018-01-29,4,1
9,2018-01-29,3,2
9,2018-01-29,0,0
7,2018-01-29,0,2
10,2018-01-26,0,2
10,2018-01-26,0,2
13,2018-01-25,6,3
11,2018-01-25,3,0
10,2018-01-25,1,0
9,2018-01-25,0,0
9,2018-01-25,2,0
9,2018-01-25,2,0
12,2018-01-24,1,1
12,2018-01-23,0,6
12,2018-01-23,0,3
12,2018-01-23,0,5
12,2018-01-23,0,1
9,2018-01-23,0,0
8,2018-01-23,0,17
15,2018-01-22,0,2
13,2018-01-22,2,1
9,2018-01-22,2,0
9,2018-01-22,0,4
7,2018-01-22,0,2
7,2018-01-22,0,2
13,2018-01-19,0,9
12,2018-01-19,0,1
12,2018-01-19,0,0
9,2018-01-19,1,0
14,2018-01-18,2,2
11,2018-01-18,0,1
11,2018-01-18,0,1
10,2018-01-18,3,2
8,2018-01-18,0,1
9,2018-01-16,0,1
12,2018-01-15,0,15
11,2018-01-15,0,2
9,2018-01-15,0,4
9,2018-01-15,0,2
7,2018-01-15,0,2
10,2018-01-12,0,0
10,2018-01-11,0,3
9,2018-01-11,1,0
13,2018-01-10,0,1
7,2018-01-10,0,2
15,2018-01-09,2,3
7,2018-01-08,0,1
7,2018-01-08,0,1
7,2018-01-08,0,1
7,2018-01-08,0,1
7,2018-01-08,0,2
9,2017-12-22,0,0
8,2017-12-22,0,1
8,2017-12-22,0,1
14,2017-12-21,0,1
11,2017-12-21,0,2
9,2017-12-21,0,5
9,2017-12-21,0,0
13,2017-12-20,0,2
12,2017-12-20,0,7
10,2017-12-20,0,2
9,2017-12-20,2,2
9,2017-12-20,0,4
16,2017-12-19,0,1
9,2017-12-19,0,0
7,2017-12-19,0,3
