"source","destinations","mention","quote","reply","weight","DateUpdate"
"cdcampo1","AIDIMME",1,0,0,1,2021-12-21
"cdcampo1","AIJU_Tecnologi",1,0,0,1,2021-12-21
"cdcampo1","ainiatecnologia",1,0,0,1,2021-12-21
"cdcampo1","aitex_es",1,0,0,1,2021-12-21
"cdcampo1","Aranviyu",1,0,0,1,2021-12-21
"cdcampo1","BVilata",1,0,0,1,2021-12-21
"cdcampo1","Fedit",1,0,0,1,2021-12-21
"cdcampo1","GVAavi",1,0,0,1,2021-12-21
"cdcampo1","GVAinnova",1,0,0,1,2021-12-21
"cdcampo1","GVAivace",1,0,0,1,2021-12-21
"cdcampo1","ibv_org",1,0,0,1,2021-12-21
"cdcampo1","InescopTech",1,0,0,1,2021-12-21
"cdcampo1","ITC_ceramica",1,0,0,1,2021-12-21
"cdcampo1","itene",1,0,0,1,2021-12-21
"cdcampo1","itenergia",1,0,0,1,2021-12-21
"cdcampo1","ITI_TIC",1,0,0,1,2021-12-21
"cdcampo1","OCRValencia",1,0,0,1,2021-12-21
"cdcampo1","palbeme",1,0,0,1,2021-12-21
"cdcampo1","teatroolympia",1,0,0,1,2021-12-21
"CdeCarnica","Agroforest_JAL",1,0,0,1,2021-12-21
"CdeCarnica","BetoELescamoso",1,0,0,1,2021-12-21
"CdeCarnica","Certicar_",1,0,0,1,2021-12-21
"CdeCarnica","CoralCarrasco4",1,0,0,1,2021-12-21
"CdeCarnica","elhordoy_luis",1,0,0,1,2021-12-21
"CdeCarnica","GSCSAL",1,0,0,1,2021-12-21
"CdeCarnica","jhaa2020",1,0,0,1,2021-12-21
"CdeCarnica","juancfa16",1,0,0,1,2021-12-21
"CdeCarnica","LaComarcaMeats",1,0,0,1,2021-12-21
"CdeCarnica","Lumeoh",1,0,0,1,2021-12-21
"CdeCarnica","osayagues",1,0,0,1,2021-12-21
"CdeCarnica","rami44618546",1,0,0,1,2021-12-21
"ceeivalencia","AIJU_Tecnologi",1,0,0,1,2021-12-21
"ceeivalencia","caterina_coll",1,0,0,1,2021-12-21
"ceeivalencia","DarwinBioprosp",1,0,0,1,2021-12-21
"ceeivalencia","ibv_org",1,0,0,1,2021-12-21
"ceeivalencia","ITC_ceramica",1,0,0,1,2021-12-21
"ceeivalencia","ITI_TIC",1,0,0,1,2021-12-21
"ceeivalencia","Julia_company",1,0,0,1,2021-12-21
"ceeivalencia","rafacliment_",1,0,0,1,2021-12-21
"ceeivalencia","Rebeca_Torro",1,0,0,1,2021-12-21
"CEPplast","3Dnatives_ES",1,0,0,1,2021-12-21
"CEPplast","AEBALL_UPMBALL",1,0,0,1,2021-12-21
"CEPplast","AEMAC_",1,0,0,1,2021-12-21
"CEPplast","AerAutomation",1,0,0,1,2021-12-21
"CEPplast","aiasasociacion",1,0,0,1,2021-12-21
"CEPplast","ANARPLA",1,0,0,1,2021-12-21
"CEPplast","ascameorg",1,0,0,1,2021-12-21
"CEPplast","camarascomercio",1,0,0,1,2021-12-21
"CEPplast","cambrabcn",1,0,0,1,2021-12-21
"CEPplast","ClubMktBcn",1,0,0,1,2021-12-21
"CEPplast","ClusterCICAT",1,0,0,1,2021-12-21
"CEPplast","Digicomexpo",1,0,0,1,2021-12-21
"CEPplast","elpublicistacom",1,0,0,1,2021-12-21
"CEPplast","Envaspres",1,0,0,1,2021-12-21
"CEPplast","eoi",1,0,0,1,2021-12-21
"CEPplast","Eurecat_news",1,0,0,1,2021-12-21
"CEPplast","HispaRob",1,0,0,1,2021-12-21
"CEPplast","industrialesand",1,0,0,1,2021-12-21
"CEPplast","innovallcluster",1,0,0,1,2021-12-21
"CEPplast","int_envase",1,0,0,1,2021-12-21
"CEPplast","IPMARK",1,0,0,1,2021-12-21
"CEPplast","itene",1,0,0,1,2021-12-21
"CEPplast","mincoturgob",1,0,0,1,2021-12-21
"CEPplast","packcluster",1,0,0,1,2021-12-21
"CEPplast","PatronalCecot",1,0,0,1,2021-12-21
"CEPplast","RevistaInfopack",1,0,0,1,2021-12-21
"CEPplast","SECARTYS",1,0,0,1,2021-12-21
"CetecCentro","aimplas",1,0,0,1,2021-12-21
"CetecCentro","ANAIP_es",1,0,0,1,2021-12-21
"chemplastexpo","aimplas",1,0,0,1,2021-12-21
"ChemRecycleNews","aimplas",1,0,0,1,2021-12-21
"Cicloplast_com","ANAIP_es",1,0,0,1,2021-12-21
"Cicloplast_com","FuturEnviro",0,1,0,1,2021-12-21
"ciconiaeduca","AceiteOlivalle",1,0,0,1,2021-12-21
"ciconiaeduca","aimplas",1,0,0,1,2021-12-21
"CIDETEC_","aimplas",1,0,0,1,2021-12-21
"CIMPA_Project","aimplas",1,0,0,1,2021-12-21
"CIMPA_Project","CT_IPC",1,0,0,1,2021-12-21
"CIMPA_Project","EuRIC_Recycling",1,0,0,1,2021-12-21
"CIMPA_Project","TNO_Research",1,0,0,1,2021-12-21
"CIMPA_Project","VTTFinland",1,0,0,1,2021-12-21
"cinea_eu","aqua_lit",1,0,0,1,2021-12-21
"cinea_eu","CiimarUp",1,0,0,1,2021-12-21
"cinea_eu","cinea_eu",0,0,1,1,2021-12-21
"cinea_eu","GeoEnvTech",1,0,0,1,2021-12-21
"cinea_eu","marGnetproject",1,0,0,1,2021-12-21
"cinea_eu","NetTagProject",1,0,0,1,2021-12-21
"Circulariana","aimplas",1,0,0,1,2021-12-21
"Circulariana","stanpa_es",1,0,0,1,2021-12-21
"Club_Excelencia","ColegioSalliver",1,0,0,1,2021-12-21
"Club_Excelencia","GrupoSorollaEdu",1,0,0,1,2021-12-21
"clubcalidadcom","aimplas",1,0,0,1,2021-12-21
"clubcalidadcom","CentrosCex",1,0,0,1,2021-12-21
"clubcalidadcom","corifyAF",1,0,0,1,2021-12-21
"clubcalidadcom","Grupo_TSK",1,0,0,1,2021-12-21
"clubcalidadcom","Molecor",1,0,0,1,2021-12-21
"clubcalidadcom","PigCHAMP_Europa",1,0,0,1,2021-12-21
"clubcalidadcom","PlatinoEduca",1,0,0,1,2021-12-21
"clubcalidadcom","skrollerbelt",1,0,0,1,2021-12-21
"ClubInnovAgri","aimplas",1,0,0,1,2021-12-21
"ClubInnovAgri","Biopolis_SL",1,0,0,1,2021-12-21
"ClubInnovAgri","FAO",1,0,0,1,2021-12-21
"ClubInnovAgri","FEDACOVA_VLC",1,0,0,1,2021-12-21
"ClubInnovAgri","mganadero",1,0,0,1,2021-12-21
"ClubInnovAgri","quesodoshermana",1,0,0,1,2021-12-21
"ClubInnovAgri","QuesosCabezuela",1,0,0,1,2021-12-21
"clusaga","aimplas",1,0,0,1,2021-12-21
"clusaga","ainiatecnologia",1,0,0,1,2021-12-21
"ClusterFPrint","CienciaGob",1,0,0,1,2021-12-21
"ClusterFPrint","ClusterFPrint",1,0,0,1,2021-12-21
"ClusterFPrint","Eurecat_news",1,0,0,1,2021-12-21
"ClusterFPrint","itene",1,0,0,1,2021-12-21
"CMplastik","aimplas",1,0,0,1,2021-12-21
"CNTA_CIT","mapagob",1,0,0,1,2021-12-21
"COEXPAN_","ainiatecnologia",1,0,0,1,2021-12-21
"COEXPAN_","Cicloplast_com",1,0,0,1,2021-12-21
"COGITIValencia","GVAeconomia",1,0,0,1,2021-12-21
"COGITIValencia","GVAivace",1,0,0,1,2021-12-21
"COIQCV","aimplas",1,0,0,1,2021-12-21
"Colquimva","aimplas",1,0,0,1,2021-12-21
"ConsejoAgricola","aimplas",1,0,0,1,2021-12-21
"convertronic","aimplas",1,0,0,1,2021-12-21
"CoopsAgroCV","CoopsAgroCV",0,0,1,1,2021-12-21
"COPEPozoblanco","AceiteOlivalle",1,0,0,1,2021-12-21
"COPEPozoblanco","aimplas",1,0,0,1,2021-12-21
"COPEPozoblanco","CECOes_",1,0,0,1,2021-12-21
"coplasem","aimplas",1,0,0,1,2021-12-21
"Corresponsables","Corresponsables",0,0,1,1,2021-12-21
"CosmeticLatam","CosmeticLatam",0,0,1,1,2021-12-21
"CozAlberto","aimplas",1,0,0,1,2021-12-21
"CRIBE_Biomass","aimplas",1,0,0,1,2021-12-21
"CRIBE_Biomass","TNO_Research",1,0,0,1,2021-12-21
"Crowdhelix","iris_rd",1,0,0,1,2021-12-21
"Crowdhelix","MulticycleP",1,0,0,1,2021-12-21
"Crowdhelix","preserve_h2020",1,0,0,1,2021-12-21
"CServees","aimplas",1,0,0,1,2021-12-21
"CServees","LinkedIn",1,0,0,1,2021-12-21
"CticCita","aimplas",1,0,0,1,2021-12-21
"CticCita","launioncorp",1,0,0,1,2021-12-21
"CVI_V3","aimplas",1,0,0,1,2021-12-21
"CVI_V3","CORDIS_EU",1,0,0,1,2021-12-21
"CVI_V3","URBANREC_H2020",1,0,0,1,2021-12-21
"DarwinBioprosp","i2sysbio",1,0,0,1,2021-12-21
"davidorreta","Cicloplast_com",1,0,0,1,2021-12-21
"davidorreta","ITC_ceramica",1,0,0,1,2021-12-21
"davidorreta","UV_EG",1,0,0,1,2021-12-21
"deborahciencia","aimplas",1,0,0,1,2021-12-21
"deborahciencia","BASF_ES",1,0,0,1,2021-12-21
"deborahciencia","PlasticsEuropES",1,0,0,1,2021-12-21
"deborahciencia","Repsol",1,0,0,1,2021-12-21
"deborahciencia","SABIC",1,0,0,1,2021-12-21
"detectormadrid","aimplas",1,0,0,1,2021-12-21
"DGreenblogger","BIOnTop_Project",1,0,0,1,2021-12-21
"DigitalEscudo","aimplas",1,0,0,1,2021-12-21
"DigitalEscudo","GVAivace",1,0,0,1,2021-12-21
"DigitalEscudo","ITI_TIC",1,0,0,1,2021-12-21
"dipMurcia","aimplas",1,0,0,1,2021-12-21
"dipMurcia","artsolut",1,0,0,1,2021-12-21
"dipMurcia","EssentraPackES",1,0,0,1,2021-12-21
"dipMurcia","Foro_READ",1,0,0,1,2021-12-21
"dipMurcia","itene",1,0,0,1,2021-12-21
"dipMurcia","Packnet_",1,0,0,1,2021-12-21
"DominoPrint_ES","ANAIP_es",1,0,0,1,2021-12-21
"DominoPrint_ES","Cicloplast_com",1,0,0,1,2021-12-21
"DominoPrint_ES","esplasticos",1,0,0,1,2021-12-21
"DominoPrint_ES","PlasticsEurope",1,0,0,1,2021-12-21
"DominoPrint_Mx","esplasticos",1,0,0,1,2021-12-21
"DominoPrint_Mx","plastic_museum",1,0,0,1,2021-12-21
"DominoPrint_Mx","RPM_Plasticos",1,0,0,1,2021-12-21
"DriadeSM","aimplas",1,0,0,1,2021-12-21
"DriadeSM","f_f_ambiental",1,0,0,1,2021-12-21
"DriadeSM","Suruscircular",1,0,0,1,2021-12-21
"DulcesNoticias","ainiatecnologia",1,0,0,1,2021-12-21
"DulcesNoticias","ANAIP_es",1,0,0,1,2021-12-21
"DulcesNoticias","ANARPLA",1,0,0,1,2021-12-21
"DulcesNoticias","danone_es",1,0,0,1,2021-12-21
"DulcesNoticias","faerchgroup",1,0,0,1,2021-12-21
"DulcesNoticias","Nestle_es",1,0,0,1,2021-12-21
"DulcesNoticias","UV_EG",1,0,0,1,2021-12-21
"ECAndalucia","20m",1,0,0,1,2021-12-21
"ECCA_Sevilla","ACCIONA",1,0,0,1,2021-12-21
"ECCA_Sevilla","aimplas",1,0,0,1,2021-12-21
"ECCA_Sevilla","ECCA_Sevilla",0,1,0,1,2021-12-21
"ECCA_Sevilla","FundacionRepsol",1,0,0,1,2021-12-21
"ECCA_Sevilla","knaufes",1,0,0,1,2021-12-21
"ECCA_Sevilla","WTS_Horizon",1,0,0,1,2021-12-21
"EcoconstruMag","AIDIMME",1,0,0,1,2021-12-21
"EcoconstruMag","ITCCANARIAS",1,0,0,1,2021-12-21
"ecoefishent","aimplas",1,0,0,1,2021-12-21
"ecoefishent","Amp_Portofino",1,0,0,1,2021-12-21
"ecoefishent","ARPALiguria",1,0,0,1,2021-12-21
"ecoefishent","cibmlivorno",1,0,0,1,2021-12-21
"ecoefishent","CProplast",1,0,0,1,2021-12-21
"ecoefishent","ItalyFoodTrade",1,0,0,1,2021-12-21
"ecoefishent","Pouvoirdesidees",1,0,0,1,2021-12-21
"ecoefishent","Ticass2012",1,0,0,1,2021-12-21
"ecoefishent","ubarilan",1,0,0,1,2021-12-21
"ecoefishent","WWFitalia",1,0,0,1,2021-12-21
"Economia_3","ana_gil_lop",1,0,0,1,2021-12-21
"Economia_3","ANAIP_es",1,0,0,1,2021-12-21
"Economia_3","AvepAsociacion",1,0,0,1,2021-12-21
"Economia_3","GVAavi",1,0,0,1,2021-12-21
"Economia_3","IISLaFe",1,0,0,1,2021-12-21
"Economia_3","Industrias_TAYG",1,0,0,1,2021-12-21
"Economia_3","itmupv",1,0,0,1,2021-12-21
"Economia_3","ITQ_UPVCSIC",1,0,0,1,2021-12-21
"EcoxyProject","Avantium",1,0,0,1,2021-12-21
"EcoxyProject","BBI2020",1,0,0,1,2021-12-21
"EcoxyProject","Centexbel",1,0,0,1,2021-12-21
"EcoxyProject","CIDETEC_",1,0,0,1,2021-12-21
"EcoxyProject","crfiat",1,0,0,1,2021-12-21
"EcoxyProject","EcoxyProject",0,0,1,1,2021-12-21
"EcoxyProject","FraunhoferICT",1,0,0,1,2021-12-21
"EcoxyProject","SP_Polymers",1,0,0,1,2021-12-21
"ed_cvalenciana","aimplas",1,0,0,1,2021-12-21
"ed_cvalenciana","BIOVAL_es",1,0,0,1,2021-12-21
"ed_cvalenciana","carlosidai",1,0,0,1,2021-12-21
"ed_cvalenciana","ceeivalencia",1,0,0,1,2021-12-21
"ed_cvalenciana","emprenemjunts",1,0,0,1,2021-12-21
"ed_cvalenciana","itenergia",1,0,0,1,2021-12-21
"EDICIONESSIBILA","AIJU_Tecnologi",1,0,0,1,2021-12-21
"EDICIONESSIBILA","aitex_es",1,0,0,1,2021-12-21
"EDICIONESSIBILA","generalitat",1,0,0,1,2021-12-21
"EDICIONESSIBILA","GVAivace",1,0,0,1,2021-12-21
"EDICIONESSIBILA","GVAlabora",1,0,0,1,2021-12-21
"EditaOla","aimplas",1,0,0,1,2021-12-21
"EditaOla","Arturolarena",1,0,0,1,2021-12-21
"EditaOla","BelenFranch",1,0,0,1,2021-12-21
"edpemo","aimplas",1,0,0,1,2021-12-21
"edpemo","AvepAsociacion",1,0,0,1,2021-12-21
"edpemo","Avia_automocion",1,0,0,1,2021-12-21
"edpemo","CEPplast",1,0,0,1,2021-12-21
"edpemo","HP",1,0,0,1,2021-12-21
"edpemo","IAM3DHUB",1,0,0,1,2021-12-21
"edpemo","industry_arena",1,0,0,1,2021-12-21
"edpemo","PlasticsEuropES",1,0,0,1,2021-12-21
"Educanced","aimplas",1,0,0,1,2021-12-21
"EduTorregrosa12","aimplas",1,0,0,1,2021-12-21
"EduTorregrosa12","corifyAF",1,0,0,1,2021-12-21
"EduTorregrosa12","Grupo_TSK",1,0,0,1,2021-12-21
"EduTorregrosa12","Molecor",1,0,0,1,2021-12-21
"EduTorregrosa12","PigCHAMP_Europa",1,0,0,1,2021-12-21
"EduTorregrosa12","PlatinoEduca",1,0,0,1,2021-12-21
"EEljarrat","aimplas",1,0,0,1,2021-12-21
"EFE_CValenciana","ainiatecnologia",1,0,0,1,2021-12-21
"EFE_CValenciana","itenergia",1,0,0,1,2021-12-21
"EFE_CValenciana","Redit_es",1,0,0,1,2021-12-21
"Efeagro","aimplas",1,0,0,1,2021-12-21
"Efeagro","idainature",1,0,0,1,2021-12-21
"EFEcomunica","itenergia",1,0,0,1,2021-12-21
"EIPAGRI_SP","AceiteOlivalle",1,0,0,1,2021-12-21
"EIPAGRI_SP","aimplas",1,0,0,1,2021-12-21
"eldiarioclm","aimplas",1,0,0,1,2021-12-21
"eldiarioclm","inbiotecenlared",1,0,0,1,2021-12-21
"eldiarioclm","MartaEGMosquera",1,0,0,1,2021-12-21
"eldiarioclm","UAHes",1,0,0,1,2021-12-21
"elEconomistaCV","ainiatecnologia",1,0,0,1,2021-12-21
"ELIXPolymers","aimplas",1,0,0,1,2021-12-21
"ELIXPolymers_ES","aimplas",1,0,0,1,2021-12-21
"ElQuincenal","AceiteOlivalle",1,0,0,1,2021-12-21
"ElQuincenal","aimplas",1,0,0,1,2021-12-21
"EmballagesMag","aimplas",1,0,0,1,2021-12-21
"EmballagesMag","CT_IPC",1,0,0,1,2021-12-21
"EmballagesMag","Leygatech1",1,0,0,1,2021-12-21
"EmballagesMag","Paprec_Group",1,0,0,1,2021-12-21
"EmballagesMag","pellencst",1,0,0,1,2021-12-21
"EmballagesMag","VTTFinland",1,0,0,1,2021-12-21
"emprenemjunts","aganovagrupo",1,0,0,1,2021-12-21
"emprenemjunts","Betelgeux_es",1,0,0,1,2021-12-21
"emprenemjunts","ceei",1,0,0,1,2021-12-21
"emprenemjunts","EosOrbital",1,0,0,1,2021-12-21
"emprenemjunts","FEDACOVA_VLC",1,0,0,1,2021-12-21
"emprenemjunts","fundeun",1,0,0,1,2021-12-21
"emprenemjunts","GlobalOmnium",1,0,0,1,2021-12-21
"emprenemjunts","GoHubTech",1,0,0,1,2021-12-21
"emprenemjunts","GVAavi",1,0,0,1,2021-12-21
"emprenemjunts","GVAddigital",1,0,0,1,2021-12-21
"emprenemjunts","iata_csic",1,0,0,1,2021-12-21
"emprenemjunts","IndustrialesCV",1,0,0,1,2021-12-21
"emprenemjunts","LasNavesINN",1,0,0,1,2021-12-21
"emprenemjunts","lasprovincias",1,0,0,1,2021-12-21
"emprenemjunts","LinkenerSpain",1,0,0,1,2021-12-21
"emprenemjunts","parccientificuv",1,0,0,1,2021-12-21
"emprenemjunts","Periodistas360",1,0,0,1,2021-12-21
"emprenemjunts","sistema_doeet",1,0,0,1,2021-12-21
"emprenemjunts","UV_EG",1,0,0,1,2021-12-21
"emprenemjunts","valgenetics",1,0,0,1,2021-12-21
"EMSUR_","aimplas",1,0,0,1,2021-12-21
"EMSUR_","EMSUR_",1,0,0,1,2021-12-21
"entidadPTV","SagredoMarco",0,1,0,1,2021-12-21
"EPCValenciana","aimplas",1,0,0,1,2021-12-21
"EPCValenciana","GVAivace",1,0,0,1,2021-12-21
"EPPM_Magazine","BerryGlobalInc",1,0,0,1,2021-12-21
"EPPM_Magazine","breathe_99",1,0,0,1,2021-12-21
"EPPM_Magazine","CarmofProject",1,0,0,1,2021-12-21
"EPPM_Magazine","InterplasUK",1,0,0,1,2021-12-21
"EPPM_Magazine","kpGroup_",1,0,0,1,2021-12-21
"EPPM_Magazine","LeistritzCorp",1,0,0,1,2021-12-21
"EPPM_Magazine","SABIC",1,0,0,1,2021-12-21
"EPPM_Magazine","TiniusOlsen1",1,0,0,1,2021-12-21
"EPPM_Magazine","TNO_Research",1,0,0,1,2021-12-21
"EPPM_Magazine","TOMRAGroup",1,0,0,1,2021-12-21
"Equiplast","AMETIC_es",1,0,0,1,2021-12-21
"Equiplast","Ascamm_Gremi",1,0,0,1,2021-12-21
"Equiplast","asegre01",1,0,0,1,2021-12-21
"Equiplast","BASF_ES",1,0,0,1,2021-12-21
"Equiplast","CEP",1,0,0,1,2021-12-21
"Equiplast","CEPplast",1,0,0,1,2021-12-21
"Equiplast","CienciaGob",1,0,0,1,2021-12-21
"Equiplast","circ_economy",1,0,0,1,2021-12-21
"Equiplast","deborahciencia",1,0,0,1,2021-12-21
"Equiplast","eRecicla",1,0,0,1,2021-12-21
"Equiplast","FidaMc",1,0,0,1,2021-12-21
"Equiplast","mincoturgob",1,0,0,1,2021-12-21
"Equiplast","mitecogob",1,0,0,1,2021-12-21
"Equiplast","PT3NEO",1,0,0,1,2021-12-21
"Equiplast","Repsol",1,0,0,1,2021-12-21
"Equiplast","SABIC",1,0,0,1,2021-12-21
"Equiplast","SusChemSpain",1,0,0,1,2021-12-21
"espaitec","aimplas",1,0,0,1,2021-12-21
"espaitec","innotransfer",1,0,0,1,2021-12-21
"esplasticos","20m",1,0,0,1,2021-12-21
"esplasticos","ANAIP_es",1,0,0,1,2021-12-21
"esplasticos","ANARPLA",1,0,0,1,2021-12-21
"esplasticos","AvepAsociacion",1,0,0,1,2021-12-21
"esplasticos","PlasticsEuropES",1,0,0,1,2021-12-21
"esplasticos","TeknikerOficial",1,0,0,1,2021-12-21
"esquerrapv","aimplas",1,0,0,1,2021-12-21
"esquerrapv","gbelenguer",1,0,0,1,2021-12-21
"esquerrapv","Redit_es",1,0,0,1,2021-12-21
"esquerrapv","Sebastia_Jordi",1,0,0,1,2021-12-21
"Eternal_Energy_","aimplas",1,0,0,1,2021-12-21
"Eternal_Energy_","itenergia",1,0,0,1,2021-12-21
"Eternal_Energy_","Per_Energia",1,0,0,1,2021-12-21
"ETSEUV","aimplas",1,0,0,1,2021-12-21
"ETSEUV","ETSEUV",0,0,1,1,2021-12-21
"ETSEUV","GlobalOmnium",1,0,0,1,2021-12-21
"ETSEUV","Grupo_CALAGUA",1,0,0,1,2021-12-21
"eu_fraction","aimplas",1,0,0,1,2021-12-21
"eu_fraction","AVEBIOM",1,0,0,1,2021-12-21
"eu_fraction","eu_fraction",1,0,0,1,2021-12-21
"eu_fraction","Tecnicas_reun",1,0,0,1,2021-12-21
"EUBioplastics","BBI2020",1,0,0,1,2021-12-21
"EUBioplastics","BIOnTop_Project",1,0,0,1,2021-12-21
"EUBioplastics","EU_H2020",1,0,0,1,2021-12-21
"EUBioplastics","OceanetsProject",1,0,0,1,2021-12-21
"EURO_FUNDING","aimplas",1,0,0,1,2021-12-21
"eurocarne","ANAIP_es",1,0,0,1,2021-12-21
"eurocarne","PlasticsEuropES",1,0,0,1,2021-12-21
"Eurofach","aimplas",1,0,0,1,2021-12-21
"Eurosurfas","AMETIC_es",1,0,0,1,2021-12-21
"Eurosurfas","asegre01",1,0,0,1,2021-12-21
"Eurosurfas","FidaMc",1,0,0,1,2021-12-21
"Eurosurfas","PT3NEO",1,0,0,1,2021-12-21
"Eurosurfas","tecnalia",1,0,0,1,2021-12-21
"evaquie","aimplas",1,0,0,1,2021-12-21
"evaquie","rodysuarez",1,0,0,1,2021-12-21
"excedentesolar","aimplas",1,0,0,1,2021-12-21
"excedentesolar","BASF_ES",1,0,0,1,2021-12-21
"excedentesolar","deborahciencia",1,0,0,1,2021-12-21
"excedentesolar","PlasticsEuropES",1,0,0,1,2021-12-21
"excedentesolar","Repsol",1,0,0,1,2021-12-21
"excedentesolar","SABIC",1,0,0,1,2021-12-21
"excedentesolar","SusChemSpain",1,0,0,1,2021-12-21
"expoquimia","AMETIC_es",1,0,0,1,2021-12-21
"expoquimia","asegre01",1,0,0,1,2021-12-21
"expoquimia","BASF_ES",1,0,0,1,2021-12-21
"expoquimia","deborahciencia",1,0,0,1,2021-12-21
"expoquimia","FidaMc",1,0,0,1,2021-12-21
"expoquimia","PlasticsEuropES",1,0,0,1,2021-12-21
"expoquimia","PT3NEO",1,0,0,1,2021-12-21
"expoquimia","Repsol",1,0,0,1,2021-12-21
"expoquimia","SABIC",1,0,0,1,2021-12-21
"expoquimia","SusChemSpain",1,0,0,1,2021-12-21
"expoquimia","tecnalia",1,0,0,1,2021-12-21
"EySMunicipales","caixabank",1,0,0,1,2021-12-21
"EySMunicipales","FundacionBcja",1,0,0,1,2021-12-21
"FabricaPodcast","AIDIMME",1,0,0,1,2021-12-21
"FabricaPodcast","AIJU_Tecnologi",1,0,0,1,2021-12-21
"FabricaPodcast","aimplas",1,0,0,1,2021-12-21
"FabricaPodcast","ainiatecnologia",1,0,0,1,2021-12-21
"FabricaPodcast","aitex_es",1,0,0,1,2021-12-21
"FabricaPodcast","ibv_org",1,0,0,1,2021-12-21
"FabricaPodcast","InescopTech",1,0,0,1,2021-12-21
"FabricaPodcast","itene",1,0,0,1,2021-12-21
"FabricaPodcast","ITI_TIC",1,0,0,1,2021-12-21
"FabricaPodcast","Redit_es",1,0,0,1,2021-12-21
"fadiplastsl","AIDIMME",1,0,0,1,2021-12-21
"fadiplastsl","InescopTech",1,0,0,1,2021-12-21
"FarrellyMitchel","aacudam",1,0,0,1,2021-12-21
"FarrellyMitchel","AgroBioCluster",1,0,0,1,2021-12-21
"FarrellyMitchel","aimplas",1,0,0,1,2021-12-21
"FarrellyMitchel","CIDETEC_",1,0,0,1,2021-12-21
"FarrellyMitchel","FarrellyMitchel",0,1,0,1,2021-12-21
"FarrellyMitchel","GenHydro",1,0,0,1,2021-12-21
"FarrellyMitchel","GreenovateEU",1,0,0,1,2021-12-21
"FarrellyMitchel","mi_sustainable",1,0,0,1,2021-12-21
"FarrellyMitchel","RISEProcessum",1,0,0,1,2021-12-21
"FCalidad","GVAavi",1,0,0,1,2021-12-21
"FCalidad","IISLaFe",1,0,0,1,2021-12-21
"FCalidad","Industrias_TAYG",1,0,0,1,2021-12-21
"FCalidad","itmupv",1,0,0,1,2021-12-21
"FCalidad","tecnalia",1,0,0,1,2021-12-21
"FConexus","aimplas",1,0,0,1,2021-12-21
"FEDACOVA_VLC","aimplas",1,0,0,1,2021-12-21
"FEDACOVA_VLC","ainiatecnologia",1,0,0,1,2021-12-21
"Fedit","zeus_packaging",1,0,0,1,2021-12-21
"Feique_ES","aimplas",1,0,0,1,2021-12-21
"Feique_ES","BASF_ES",1,0,0,1,2021-12-21
"Feique_ES","deborahciencia",1,0,0,1,2021-12-21
"Feique_ES","PlasticsEuropES",1,0,0,1,2021-12-21
"Feique_ES","Repsol",1,0,0,1,2021-12-21
"Feique_ES","SABIC",1,0,0,1,2021-12-21
"Feique_ES","SusChemSpain",1,0,0,1,2021-12-21
"Ferfollos","aimplas",1,0,0,1,2021-12-21
"feriaecofira","ecoticiasRED",1,0,0,1,2021-12-21
"feriaecofira","GVAivace",1,0,0,1,2021-12-21
"feriaecofira","UV_EG",1,0,0,1,2021-12-21
"Fernando_Ca_63","AIDIMME",1,0,0,1,2021-12-21
"Fernando_Ca_63","entidadPTV",1,0,0,1,2021-12-21
"Fernando_Ca_63","InescopTech",1,0,0,1,2021-12-21
"fertinagro","aimplas",1,0,0,1,2021-12-21
"Fesord","aimplas",1,0,0,1,2021-12-21
"ffe_es","Adif_es",1,0,0,1,2021-12-21
"ffe_es","AgEInves",1,0,0,1,2021-12-21
"ffe_es","ArcelorMittal",1,0,0,1,2021-12-21
"ffe_es","La_UPM",1,0,0,1,2021-12-21
"ffe_es","mitmagob",1,0,0,1,2021-12-21
"ffe_es","Shift2Rail_JU",1,0,0,1,2021-12-21
"ffe_es","TalgoGroup",1,0,0,1,2021-12-21
"ffe_es","tecnalia",1,0,0,1,2021-12-21
"fgirona","aimplas",1,0,0,1,2021-12-21
"fgirona","Benihort",1,0,0,1,2021-12-21
"fgirona","CoopsAgroCV",1,0,0,1,2021-12-21
"fgirona","GVAavi",1,0,0,1,2021-12-21
"fgirona","IBMCP",1,0,0,1,2021-12-21
"FGlobalis","ajvila",1,0,0,1,2021-12-21
"FGlobalis","CDTIoficial",1,0,0,1,2021-12-21
"FGlobalis","dipcas",1,0,0,1,2021-12-21
"FIDAMC_","AEMAC_",1,0,0,1,2021-12-21
"FIDAMC_","Eurecat_news",1,0,0,1,2021-12-21
"FIDAMC_","FIDAMC_",0,1,0,1,2021-12-21
"FIDAMC_","Fira_Barcelona",1,0,0,1,2021-12-21
"fihguv","GVAsanitat",1,0,0,1,2021-12-21
"fihguv","HGUVALENCIA",0,1,0,1,2021-12-21
"fihguv","IRTIC_UV",1,0,0,1,2021-12-21
"fihguv","UPV",1,0,0,1,2021-12-21
"FlotantProject","FutureFibres",1,0,0,1,2021-12-21
"FlotantProject","GranCanariaCab",1,0,0,1,2021-12-21
"FlotantProject","Renewables_UoE",1,0,0,1,2021-12-21
"FlotantProject","RWTH",1,0,0,1,2021-12-21
"FlotantProject","TfiMarine",1,0,0,1,2021-12-21
"food_retail","esplasticos",1,0,0,1,2021-12-21
"Food4LifeSPAIN","CticCita",1,0,0,1,2021-12-21
"Food4LifeSPAIN","PKF_INNCOME",1,0,0,1,2021-12-21
